Date,Close
12/1/2003 23:58:00,155.238565
12/2/2003 23:58:00,154.9634758
12/3/2003 23:58:00,154.931948
12/4/2003 23:58:00,154.7409491
12/5/2003 23:58:00,155.2007904
12/8/2003 23:58:00,154.6598392
12/9/2003 23:58:00,154.5271861
12/10/2003 23:58:00,154.0872661
12/11/2003 23:58:00,154.2474067
12/12/2003 23:58:00,154.2342618
12/15/2003 23:58:00,154.5741949
12/16/2003 23:58:00,155.0750249
12/17/2003 23:58:00,154.2793896
12/18/2003 23:58:00,154.4610671
12/19/2003 23:58:00,154.8230672
12/22/2003 23:58:00,154.3623552
12/23/2003 23:58:00,154.148397
12/24/2003 23:58:00,154.4595392
12/25/2003 23:58:00,154.4697363
12/29/2003 23:58:00,154.7443464
12/30/2003 23:58:00,154.5482277
12/31/2003 23:58:00,154.7849717
1/1/2004 23:58:00,154.7747729
1/2/2004 23:58:00,155.6469152
1/5/2004 23:58:00,154.5411163
1/6/2004 23:58:00,154.8232373
1/7/2004 23:58:00,154.2725915
1/8/2004 23:58:00,154.5741949
1/9/2004 23:58:00,154.6654132
1/12/2004 23:58:00,154.0478967
1/13/2004 23:58:00,153.9425799
1/14/2004 23:58:00,153.9412311
1/15/2004 23:58:00,154.0125505
1/16/2004 23:58:00,153.7222303
1/19/2004 23:58:00,153.9252636
1/20/2004 23:58:00,153.9150768
1/21/2004 23:58:00,153.922196
1/22/2004 23:58:00,153.9697584
1/23/2004 23:58:00,153.7081651
1/26/2004 23:58:00,153.5721227
1/27/2004 23:58:00,153.6693763
1/28/2004 23:58:00,153.6865189
1/29/2004 23:58:00,153.7476499
1/30/2004 23:58:00,153.4662952
2/2/2004 23:58:00,153.4216183
2/3/2004 23:58:00,153.5336916
2/4/2004 23:58:00,153.5370878
2/5/2004 23:58:00,153.5268993
2/6/2004 23:58:00,154.0203054
2/9/2004 23:58:00,153.4793531
2/10/2004 23:58:00,153.4521838
2/11/2004 23:58:00,153.4396949
2/12/2004 23:58:00,153.480442
2/13/2004 23:58:00,154.6818343
2/16/2004 23:58:00,153.4193214
2/17/2004 23:58:00,153.480442
2/18/2004 23:58:00,153.3785744
2/19/2004 23:58:00,153.199977
2/20/2004 23:58:00,154.0567796
2/23/2004 23:58:00,153.1254007
2/24/2004 23:58:00,153.2609939
2/25/2004 23:58:00,154.071156
2/26/2004 23:58:00,153.1118414
2/27/2004 23:58:00,153.2067566
3/1/2004 23:58:00,153.4408908
3/2/2004 23:58:00,153.4612712
3/3/2004 23:58:00,153.3627658
3/4/2004 23:58:00,153.6311082
3/5/2004 23:58:00,154.1636514
3/8/2004 23:58:00,153.464668
3/9/2004 23:58:00,153.2914343
3/10/2004 23:58:00,153.1454609
3/11/2004 23:58:00,153.1660787
3/12/2004 23:58:00,153.1220109
3/15/2004 23:58:00,153.3265386
3/16/2004 23:58:00,153.2552555
3/17/2004 23:58:00,153.4080337
3/18/2004 23:58:00,153.3367143
3/19/2004 23:58:00,153.7647907
3/22/2004 23:58:00,152.9938841
3/23/2004 23:58:00,152.1045427
3/24/2004 23:58:00,151.5818
3/25/2004 23:58:00,151.5919833
3/26/2004 23:58:00,151.0454796
3/29/2004 23:58:00,149.2871633
3/30/2004 23:58:00,148.720293
3/31/2004 23:58:00,147.2442952
4/1/2004 23:58:00,147.904489
4/2/2004 23:58:00,148.9992578
4/5/2004 23:58:00,148.5441375
4/6/2004 23:58:00,148.1425823
4/7/2004 23:58:00,147.3038728
4/8/2004 23:58:00,147.7928371
4/9/2004 23:58:00,147.7860459
4/13/2004 23:58:00,148.1663514
4/14/2004 23:58:00,148.2281002
4/15/2004 23:58:00,148.7537876
4/16/2004 23:58:00,149.0879908
4/19/2004 23:58:00,148.6926671
4/20/2004 23:58:00,148.9575227
4/21/2004 23:58:00,149.3446194
4/22/2004 23:58:00,149.8039569
4/23/2004 23:58:00,149.7758587
4/26/2004 23:58:00,149.1830284
4/27/2004 23:58:00,149.3965877
4/28/2004 23:58:00,149.5118419
4/29/2004 23:58:00,150.2338757
4/30/2004 23:58:00,150.9853237
5/3/2004 23:58:00,150.1423503
5/4/2004 23:58:00,151.7592992
5/5/2004 23:58:00,151.0576044
5/6/2004 23:58:00,151.1525197
5/7/2004 23:58:00,151.4196053
5/10/2004 23:58:00,152.628537
5/11/2004 23:58:00,153.3005206
5/12/2004 23:58:00,153.8607475
5/13/2004 23:58:00,153.3446186
5/14/2004 23:58:00,154.7168475
5/17/2004 23:58:00,154.2648221
5/18/2004 23:58:00,153.9829885
5/19/2004 23:58:00,153.0661806
5/20/2004 23:58:00,153.1884216
5/21/2004 23:58:00,153.4498817
5/24/2004 23:58:00,153.422717
5/25/2004 23:58:00,153.4643837
5/26/2004 23:58:00,154.3334311
5/27/2004 23:58:00,153.7928358
5/28/2004 23:58:00,153.8939718
5/31/2004 23:58:00,153.8905739
6/1/2004 23:58:00,154.1658033
6/2/2004 23:58:00,154.0910496
6/3/2004 23:58:00,153.2619637
6/4/2004 23:58:00,153.6475167
6/7/2004 23:58:00,152.6775261
6/8/2004 23:58:00,152.6537409
6/9/2004 23:58:00,152.162248
6/10/2004 23:58:00,152.7121462
6/11/2004 23:58:00,152.976912
6/14/2004 23:58:00,153.6014876
6/15/2004 23:58:00,153.6490097
6/16/2004 23:58:00,153.8560701
6/17/2004 23:58:00,154.2023023
6/18/2004 23:58:00,155.1532458
6/21/2004 23:58:00,155.3564095
6/22/2004 23:58:00,156.371345
6/23/2004 23:58:00,154.5926621
6/24/2004 23:58:00,155.2953097
6/25/2004 23:58:00,154.8609937
6/28/2004 23:58:00,155.2681542
6/29/2004 23:58:00,155.8316301
6/30/2004 23:58:00,155.7637415
7/1/2004 23:58:00,155.4175093
7/2/2004 23:58:00,155.4415114
7/5/2004 23:58:00,154.8915021
7/6/2004 23:58:00,155.5592987
7/7/2004 23:58:00,155.2733108
7/8/2004 23:58:00,155.0152464
7/9/2004 23:58:00,154.6033666
7/12/2004 23:58:00,154.5321802
7/13/2004 23:58:00,155.0948919
7/14/2004 23:58:00,155.4881122
7/15/2004 23:58:00,156.0338749
7/16/2004 23:58:00,157.136022
7/19/2004 23:58:00,155.9016715
7/20/2004 23:58:00,155.6270953
7/21/2004 23:58:00,156.1146789
7/22/2004 23:58:00,156.2948918
7/23/2004 23:58:00,157.2134525
7/26/2004 23:58:00,156.7656486
7/27/2004 23:58:00,156.4941401
7/28/2004 23:58:00,157.0235818
7/29/2004 23:58:00,157.1729115
7/30/2004 23:58:00,157.7294152
8/2/2004 23:58:00,156.8946152
8/3/2004 23:58:00,156.8335258
8/4/2004 23:58:00,157.1525483
8/5/2004 23:58:00,157.0337633
8/6/2004 23:58:00,156.7588609
8/9/2004 23:58:00,157.1355791
8/10/2004 23:58:00,156.9047968
8/11/2004 23:58:00,156.8335258
8/12/2004 23:58:00,156.7622548
8/13/2004 23:58:00,157.6113958
8/16/2004 23:58:00,156.9047968
8/17/2004 23:58:00,156.9319476
8/18/2004 23:58:00,156.8033663
8/19/2004 23:58:00,156.8474341
8/20/2004 23:58:00,156.6406544
8/23/2004 23:58:00,156.4406545
8/24/2004 23:58:00,156.6270951
8/25/2004 23:58:00,156.7626883
8/26/2004 23:58:00,156.8576035
8/27/2004 23:58:00,156.708451
8/30/2004 23:58:00,156.708451
8/31/2004 23:58:00,156.8609934
9/1/2004 23:58:00,156.7660781
9/2/2004 23:58:00,156.7762476
9/3/2004 23:58:00,157.6148052
9/6/2004 23:58:00,156.769468
9/7/2004 23:58:00,156.9016713
9/8/2004 23:58:00,156.7592985
9/9/2004 23:58:00,156.6982815
9/10/2004 23:58:00,156.3626884
9/13/2004 23:58:00,156.5552295
9/14/2004 23:58:00,155.3198656
9/15/2004 23:58:00,155.2723516
9/16/2004 23:58:00,155.6728267
9/17/2004 23:58:00,155.3979243
9/20/2004 23:58:00,155.6083434
9/21/2004 23:58:00,155.3402287
9/22/2004 23:58:00,155.1332034
9/23/2004 23:58:00,155.26217
9/24/2004 23:58:00,155.6049495
9/27/2004 23:58:00,155.4454383
9/28/2004 23:58:00,155.9171844
9/29/2004 23:58:00,155.413536
9/30/2004 23:58:00,155.2847224
10/1/2004 23:58:00,156.7408619
10/4/2004 23:58:00,155.2953097
10/5/2004 23:58:00,155.3496206
10/6/2004 23:58:00,155.2885208
10/7/2004 23:58:00,155.2885208
10/8/2004 23:58:00,155.682119
10/11/2004 23:58:00,154.9388942
10/12/2004 23:58:00,155.3733817
10/13/2004 23:58:00,155.3530151
10/14/2004 23:58:00,155.5110018
10/15/2004 23:58:00,155.3548049
10/18/2004 23:58:00,155.3480137
10/19/2004 23:58:00,155.1035316
10/20/2004 23:58:00,155.1340918
10/21/2004 23:58:00,155.0118508
10/22/2004 23:58:00,154.8726318
10/25/2004 23:58:00,154.4583704
10/26/2004 23:58:00,154.740204
10/27/2004 23:58:00,154.7062481
10/29/2004 23:58:00,153.8539563
11/1/2004 23:58:00,153.8980989
11/2/2004 23:58:00,154.1289987
11/3/2004 23:58:00,153.5924963
11/4/2004 23:58:00,153.0492027
11/5/2004 23:58:00,152.6281501
11/8/2004 23:58:00,153.144279
11/9/2004 23:58:00,153.062785
11/10/2004 23:58:00,152.9982689
11/11/2004 23:58:00,152.7931974
11/12/2004 23:58:00,152.6440449
11/15/2004 23:58:00,152.4474347
11/16/2004 23:58:00,152.7155406
11/17/2004 23:58:00,152.3123607
11/18/2004 23:58:00,152.6315457
11/19/2004 23:58:00,152.5975899
11/22/2004 23:58:00,152.4295758
11/23/2004 23:58:00,152.5483406
11/24/2004 23:58:00,152.6756883
11/25/2004 23:58:00,153.1514234
11/26/2004 23:58:00,152.4346018
11/29/2004 23:58:00,151.8335832
11/30/2004 23:58:00,150.8794238
